,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s
37,HT Tector (IRE),201902019,14,12,3,233,60,25.88,176,132.38,0,1,0,20,5
38,BA Stokes (ENG),201102018,23,20,5,232,38,15.46,178,130.33,0,0,1,20,9
39,H Gori (CZK0R),201902019,7,7,0,231,66,33,176,131.25,0,1,0,23,12
40,JF Mooney (IRE),200902015,27,23,9,231,31*,16.5,214,107.94,0,0,0,25,1
41,AR Cusack (IRE),200802015,37,21,6,229,65,15.26,177,129.37,0,1,1,17,6
42,Mohammed Rizlan (QAT),201902019,15,12,5,229,38*,32.71,218,105.04,0,0,0,14,10
43,Aftab Ahmed (BDESH),200602010,11,11,1,228,62*,22.8,178,128.08,0,1,0,26,6
44,T Mishra (KENYA),200702013,15,15,0,227,38,15.13,263,86.31,0,0,2,15,4
45,Rahmanullah Gurbaz (AFG),201902019,7,7,0,227,79,32.42,164,138.41,0,2,2,19,13
46,C Bisson (JER),201902019,14,14,2,226,54,18.83,177,127.68,0,1,3,24,5
47,SS Iyer (INDIA),201702019,14,13,3,226,62,22.6,178,126.96,0,1,1,18,9
48,I Udana (SL),200902019,27,19,9,226,84*,22.6,152,148.68,0,1,2,15,13
49,DAS Gunaratne (SL),201602017,12,12,3,225,84*,25,178,126.4,0,2,2,19,6
0,Inam0ul0Haq (QAT),201902019,11,11,2,225,73*,25,205,109.75,0,1,1,28,2
1,GSNFG Jayasuriya (SL),201502019,16,14,0,225,40,16.07,203,110.83,0,0,0,17,8
2,Shafiq Sharif (MAL),201902019,10,10,0,225,53,22.5,171,131.57,0,1,2,32,5
3,MN van Wyk (SA),200702015,8,7,1,225,114*,37.5,157,143.31,1,1,0,19,14
4,CAK Walton (WI),201402018,19,17,0,225,40,13.23,203,110.83,0,0,5,23,11
5,DG Blampied (JER),201902019,17,15,6,221,43*,24.55,222,99.54,0,0,1,14,0
6,Sohaib Maqsood (PAK),201302016,20,18,2,221,37,13.81,201,109.95,0,0,2,15,8
7,H Patel (CAN),201002013,11,11,1,220,88*,22,218,100.91,0,1,2,19,2
8,TG Southee (NZ),200802019,66,30,12,220,39,12.22,150,146.66,0,0,4,14,15
9,AD Poynter (IRE),201202016,19,14,3,219,57,19.9,184,119.02,0,1,1,21,8
10,Tanwir Afzal (HKG),201402016,21,18,2,219,56,13.68,173,126.58,0,1,4,9,15
11,TT Bresnan (ENG),200602014,34,22,9,216,47*,16.61,170,127.05,0,0,3,16,6
12,CJ Jordan (ENG),201402019,43,25,11,216,36,15.42,166,130.12,0,0,2,16,11
13,DO Obuya (KENYA),200702012,10,10,2,216,65*,27,228,94.73,0,2,1,22,4
14,MJG Rippon (NL),201302018,18,11,4,216,42,30.85,192,112.5,0,0,2,15,3
15,KMDN Kulasekara (SL),200802017,58,30,9,215,31,10.23,184,116.84,0,0,4,14,7
16,EMDY Munaweera (SL),201202017,13,13,1,215,53,17.91,164,131.09,0,1,1,25,7
17,B Ward (JER),201902019,13,12,3,215,58*,23.88,160,134.37,0,1,1,8,15
18,S Prasanna (SL),201302017,20,20,6,214,37*,15.28,161,132.91,0,0,0,13,13
19,S Wickramasekara (CZK0R),201902019,5,5,2,214,104*,71.33,104,205.76,1,1,0,17,19
20,RG Aga (KENYA),200802013,20,18,2,213,52*,13.31,196,108.67,0,1,0,15,5
21,Haroon Arshad (HKG),201902019,10,10,3,211,68,30.14,154,137.01,0,1,0,15,7
22,Haris Sohail (PAK),201302019,14,13,2,210,52,19.09,204,102.94,0,2,1,16,3
23,CA Ingram (SA),201002012,9,9,1,210,78,26.25,162,129.62,0,1,1,23,7
24,Khurram Nawaz (OMAN),201702019,18,13,3,210,58,21,179,117.31,0,1,0,11,10
25,Bilal Zalmai (Aut),201902019,5,4,1,208,111*,69.33,109,190.82,1,0,0,16,16
26,Ghulam Shabber (UAE),201602019,17,14,3,208,58*,18.9,182,114.28,0,1,0,24,4
27,BBJL Perera (ITA),201902019,8,7,1,208,67,34.66,144,144.44,0,1,0,23,8
28,BMAJ Mendis (SL),201102018,22,15,4,207,43*,18.81,174,118.96,0,0,1,18,6
29,JJ Smit (NAM),201902019,12,10,2,206,59,25.75,128,160.93,0,1,0,10,14
30,DL Vettori (NZ),200702014,34,22,6,205,38,12.81,190,107.89,0,0,3,14,2
31,JM Kemp (SA),200502007,8,7,3,203,89*,50.75,160,126.87,0,1,0,17,10
32,DS Smith (WI),200702009,6,6,0,203,61,33.83,161,126.08,0,2,0,22,5
33,Ahmed Faiz (MAL),201902019,10,10,1,202,45,22.44,179,112.84,0,0,0,14,6
34,JJ Atkinson (HKG),201402016,13,12,0,202,53,16.83,187,108.02,0,1,3,22,6
35,R Gunasekera (CAN),201202013,8,8,0,202,65,25.25,188,107.44,0,1,0,23,4
36,J Botha (SA),200602012,40,20,9,201,34,18.27,165,121.81,0,0,1,15,9
37,J Butler (GUE),201902019,9,8,1,201,65*,28.71,214,93.92,0,1,0,20,1
38,KS Leverock (BMUDA),201902019,12,12,2,201,43*,20.1,165,121.81,0,0,3,16,11
39,DM Gondaria (KENYA),201302019,11,9,2,199,85*,28.42,157,126.75,0,1,0,12,6
40,R Panchal (ESP),201902019,9,8,3,199,71*,39.8,185,107.56,0,1,0,9,7
41,Sompal Kami (NEPAL),201402019,28,19,6,198,40,15.23,176,112.5,0,0,1,15,7
42,Sohail Tanvir (PAK),200702017,57,25,8,196,41,11.52,164,119.51,0,0,2,16,9
43,Yasir Ali (ESP),201902019,9,9,3,196,57,32.66,183,107.1,0,1,1,11,9
44,Aarif Sheikh (NEPAL),201802019,11,10,2,194,39*,24.25,181,107.18,0,0,0,18,4
45,Fawad Alam (PAK),200702010,24,17,6,194,28,17.63,169,114.79,0,0,1,7,7
46,Asad Shafiq (PAK),201002012,10,10,0,192,38,19.2,185,103.78,0,0,0,19,2
47,S Davizi (CZK0R),201902019,2,2,0,192,101,96,133,144.36,1,1,0,14,10
48,Mukhtar Ahmed (PAK),201502015,6,6,0,192,83,32,134,143.28,0,2,0,23,5
49,R Rohan (SGP),201902019,10,10,0,191,49,19.1,156,122.43,0,0,1,23,6
0,Ahmed Hassan (Mald),201902019,11,10,0,189,53,18.9,192,98.43,0,1,0,18,2
1,SR Patel (ENG),201102013,18,14,2,189,67,15.75,173,109.24,0,1,2,17,5
2,IR Bell (ENG),200602014,8,8,1,188,60*,26.85,163,115.33,0,1,0,23,2
3,CD McMillan (NZ),200502007,8,7,1,187,57,31.16,117,159.82,0,1,0,8,14
4,SP Patil (UAE),201402016,18,13,0,187,37,14.38,218,85.77,0,0,3,16,4
5,JDS Neesham (NZ),201202019,18,15,4,185,42,16.81,131,141.22,0,0,1,19,8
6,Umar Adam (Mald),201902019,11,10,1,185,53,20.55,149,124.16,0,1,1,19,6
7,BJ Hodge (AUS),200702014,15,11,4,183,36,26.14,144,127.08,0,0,0,9,7
8,XM Marshall (USA/WI),200802019,13,13,0,183,36,14.07,185,98.91,0,0,2,13,6
9,Mosaddek Hossain (BDESH),201602019,14,13,4,183,34*,20.33,173,105.78,0,0,1,10,5
10,Mohammad Rizwan (PAK),201502019,16,13,2,180,33*,16.36,184,97.82,0,0,1,14,2
11,C Tommy (VAN),201902019,12,11,0,180,47,16.36,191,94.24,0,0,2,6,8
12,CAJ Meschede (GER),201902019,5,5,1,179,67,44.75,115,155.65,0,1,1,9,14
13,Nazimuddin (BDESH),200702008,7,7,0,178,81,25.42,158,112.65,0,1,2,13,10
14,Kaleem Shah (Moz),201902019,7,7,1,176,72*,29.33,170,103.52,0,1,1,21,4
15,Mohammad Naveed (UAE),201502019,31,24,10,176,27*,12.57,147,119.72,0,0,3,17,8
16,MR Marsh (AUS),201102018,11,11,3,175,36,21.87,151,115.89,0,0,0,7,9
17,LPC Silva (SL),200602011,16,15,2,175,38,13.46,177,98.87,0,0,0,19,3
18,NN Odhiambo (KENYA),200702013,24,20,2,174,41,9.66,177,98.3,0,0,3,17,4
19,L Vincent (NZ),200602007,9,9,0,174,42,19.33,174,100,0,0,1,17,3
20,Karan KC (NEPAL),201502019,25,16,5,173,40*,15.72,126,137.3,0,0,2,9,12
21,Nouman Sarwar (QAT),201902019,14,9,6,172,47*,57.33,128,134.37,0,0,1,16,6
22,IK Pathan (INDIA),200602012,24,14,7,172,33*,24.57,144,119.44,0,0,0,9,7
23,HAM Shah (DEN),201902019,9,8,0,172,40,21.5,168,102.38,0,0,0,18,2
24,GD Elliott (NZ/World),200902017,17,15,4,171,27,15.54,157,108.91,0,0,0,12,2
25,Simi Singh (IRE),201802019,18,17,2,169,57*,11.26,144,117.36,0,1,5,12,6
26,M Vijay (INDIA),201002015,9,9,0,169,48,18.77,154,109.74,0,0,1,13,8
27,ME Trescothick (ENG),200502006,3,3,0,166,72,55.33,131,126.71,0,2,0,23,1
28,DJ Willey (ENG),201502019,28,19,7,166,29*,13.83,126,131.74,0,0,1,8,10
29,Umar Gul (PAK),200702016,60,27,9,165,32,9.16,156,105.76,0,0,6,11,10
30,Tarun Sharma (Mex),201902019,8,8,1,164,49*,23.42,160,102.5,0,0,1,12,6
31,TN de Grooth (NL),200802013,15,13,5,163,49,20.37,155,105.16,0,0,0,16,1
32,RA Jadeja (INDIA),200902019,46,22,8,163,25,11.64,165,98.78,0,0,2,7,4
33,TWM Latham (NZ),201202017,13,10,0,163,39,16.3,157,103.82,0,0,0,12,2
34,PD Hennessy (ESP),201902019,8,7,0,162,71,23.14,132,122.72,0,1,1,11,7
35,H Davids (SA),201202013,9,9,0,161,68,17.88,134,120.14,0,2,2,18,4
36,NMS Param (SGP),201902019,8,7,2,160,72*,32,118,135.59,0,1,0,12,6
37,RW Chakabva (ZIM),200802019,12,12,1,159,48,14.45,134,118.65,0,0,4,12,7
38,JP Faulkner (AUS),201202017,24,18,7,159,41*,14.45,138,115.21,0,0,0,7,5
39,MC Henriques (AUS),200902017,11,8,3,159,62*,31.8,122,130.32,0,2,0,8,7
40,Junaid Siddique (BDESH),200702012,7,7,0,159,71,22.71,108,147.22,0,1,1,16,7
41,A Mansale (VAN),201902019,14,14,0,159,38,11.35,151,105.29,0,0,4,14,5
42,Mohamed Arief (MAL),201902019,5,5,1,159,52*,39.75,114,139.47,0,1,0,18,4
43,RR Watson (SCOT),200702010,10,9,0,159,54,17.66,141,112.76,0,1,1,22,1
44,JL Ontong (SA),200802015,14,10,0,158,48,15.8,109,144.95,0,0,1,6,11
45,Mudassar Bukhari (NL),200802016,38,26,8,157,28*,8.72,152,103.28,0,0,1,10,4
46,HL Carlyon (JER),201902019,9,8,0,156,50,19.5,131,119.08,0,1,1,21,3
47,H Klaasen (SA),201802019,9,9,2,156,69,22.28,107,145.79,0,1,0,8,11
48,SP Narine (WI),201202019,51,23,8,155,30,10.33,138,112.31,0,0,2,13,5
49,NA Greenwood (JER),201902019,8,8,0,154,43,19.25,128,120.31,0,0,1,15,2
0,MR Adair (IRE),201902019,17,14,4,152,38,15.2,118,128.81,0,0,1,8,7
1,NG Collins (Fin),201902019,5,5,0,151,56,30.2,164,92.07,0,2,0,10,0
2,HD Rutherford (NZ),201302019,8,7,0,151,62,21.57,105,143.8,0,1,1,12,9
3,NM Coulter0Nile (AUS),201302019,28,15,4,150,34,13.63,120,125,0,0,3,10,10
4,Iftikhar Ahmed (PAK),201602019,6,6,4,150,62*,75,104,144.23,0,1,0,14,4
5,Rashid Khan (AFG/ICC),201502019,45,22,11,149,33,13.54,124,120.16,0,0,4,9,9
6,VB Chikkannaiah (GER),201902019,7,7,1,148,70*,24.66,167,88.62,0,1,0,10,2
7,WIA Fernando (SL),201902019,10,10,0,148,37,14.8,156,94.87,0,0,1,9,3
8,O Bascome (BMUDA),201902019,11,11,0,147,37,13.36,147,100,0,0,1,12,8
9,CD Wallace (SCOT),201202019,19,14,6,146,27,18.25,122,119.67,0,0,1,14,2
10,Karim Janat (AFG),201602019,21,13,2,145,26,13.18,140,103.57,0,0,2,11,6
11,Wahab Riaz (PAK),200802019,31,17,6,145,30*,13.18,118,122.88,0,0,2,10,6
12,M Klinger (AUS),201702017,3,3,0,143,62,47.66,112,127.67,0,1,0,12,2
13,Mohammad Naim (BDESH),201902019,3,3,0,143,81,47.66,107,133.64,0,1,0,17,3
14,Ehsan Khan (HKG),201602019,15,10,6,142,42*,35.5,128,110.93,0,0,0,9,7
15,KMA Paul (WI),201802019,18,12,5,142,29,20.28,123,115.44,0,0,0,8,8
16,Umar Amin (PAK),201302018,14,9,0,142,47,15.77,123,115.44,0,0,3,15,4
17,Faran Afzal (ESP),201902019,9,8,1,141,59*,20.14,140,100.71,0,1,0,11,6
18,Sarfaraz Ali (BAH),201902019,4,4,0,141,59,35.25,87,162.06,0,1,0,17,8
19,S Periyalwar (ROM),201902019,4,4,2,140,105*,70,91,153.84,1,0,1,15,6
20,GD Phillips (NZ),201702018,11,10,1,140,56,15.55,140,100,0,1,0,9,5
21,S Pokhriyal (CZK0R),201902019,5,4,0,140,79,35,131,106.87,0,1,0,23,2
22,Riazat Ali Shah (UGA),201902019,4,4,2,140,53*,70,108,129.62,0,1,0,8,8
23,AC Voges (AUS),200702013,7,5,2,139,51,46.33,114,121.92,0,1,0,8,2
24,AC Douglas (BMUDA),201902019,10,9,1,138,47*,17.25,131,105.34,0,0,0,10,8
25,LB Ferbrache (GUE),201902019,9,8,0,138,55,17.25,142,97.18,0,1,0,6,3
26,IJL Trott (ENG),200702010,7,7,1,138,51,23,144,95.83,0,1,0,9,3
27,KD Mills (NZ),200502014,42,19,7,137,33*,11.41,123,111.38,0,0,4,11,5
28,HH Patel (MWI),201902019,7,6,1,137,44*,27.4,104,131.73,0,0,0,17,3
29,R Tari (VAN),201902019,14,14,5,137,28,15.22,117,117.09,0,0,2,6,5
30,DF Watts (SCOT),200702012,11,9,0,137,46,15.22,127,107.87,0,0,2,13,3
31,AR White (IRE),200802012,18,12,6,137,29,22.83,128,107.03,0,0,0,12,2
32,Yusuf Ebrahim (PNM),201902019,3,3,1,137,72,68.5,97,141.23,0,1,0,14,5
33,MP Stoinis (AUS),201502019,19,14,5,136,33*,15.11,117,116.23,0,0,1,14,2
34,Faisal Khan (Saudi),201902019,4,4,1,134,83*,44.66,56,239.28,0,1,1,13,10
35,N Pathan (THAI),201902019,4,4,1,134,54*,44.66,106,126.41,0,1,0,8,7
36,Faheem Ashraf (PAK),201702019,27,18,6,133,21,11.08,110,120.9,0,0,4,7,8
37,CH Morris (SA),201202019,23,13,4,133,55*,14.77,102,130.39,0,1,3,12,5
38,Awais Ahmed (ESP),201902019,9,4,2,131,102*,65.5,101,129.7,1,0,0,6,6
39,GEF Barnett (CAN),200802010,5,5,1,131,36,32.75,136,96.32,0,0,0,16,0
40,PBB Rajapaksa (SL),201902019,5,5,1,131,77,32.75,95,137.89,0,1,0,7,9
41,AC Botha (IRE),200802010,14,11,1,130,38,13,141,92.19,0,0,2,12,1
42,DDP D'Silva (UAE),201902019,10,8,4,130,29,32.5,146,89.04,0,0,1,9,0
43,SS McKechnie (HKG),201902019,10,10,3,130,44,18.57,137,94.89,0,0,1,9,1
44,Naeem Islam (BDESH),200802013,10,10,1,130,28,14.44,114,114.03,0,0,0,8,7
45,CT Mutombodzi (ZIM),201302019,13,12,3,129,32,14.33,133,96.99,0,0,2,9,2
46,SL Malinga (SL),200602019,79,30,12,128,27,7.11,153,83.66,0,0,6,9,4
47,Mirwais Ashraf (AFG),201002016,25,19,8,128,28*,11.63,115,111.3,0,0,2,5,8
48,HR Walsh (USA/WI),201902019,13,9,1,128,28,16,129,99.22,0,0,0,8,3
49,CK Coventry (ZIM),201002015,13,12,2,127,30,12.7,90,141.11,0,0,2,14,6
0,PG Fulton (NZ),200602012,12,12,1,127,25,11.54,140,90.71,0,0,2,7,6
1,MA Ouma (KENYA),200702013,22,19,1,127,19,7.05,160,79.37,0,0,3,15,1
2,MJ Prior (ENG),200702010,10,8,2,127,32,21.16,100,127,0,0,1,11,5
3,MWR Stokes (GUE),201902019,9,7,0,127,29,18.14,152,83.55,0,0,0,10,0
4,Najjam Shahzad (PORT),201902019,4,3,2,126,53*,126,97,129.89,0,1,0,4,10
5,AJ Redmond (NZ),200902010,7,6,0,126,63,21,84,150,0,1,0,19,2
6,JT Smuts (SA),201702018,8,8,0,126,45,15.75,114,110.52,0,0,1,14,5
7,AT Carey (AUS),201802019,25,13,4,125,37*,13.88,101,123.76,0,0,0,10,4
8,Amir Mangal (GER),201902019,9,9,3,124,40,20.66,78,158.97,0,0,0,10,8
9,Mohammed Asghar (KUW),201902019,4,4,0,124,45,31,91,136.26,0,0,0,13,5
10,S Muniandy (MAL),201902019,15,13,4,124,27,13.77,103,120.38,0,0,2,7,7
11,BA Pai (GIBR),201902019,4,4,0,124,52,31,141,87.94,0,1,0,6,1
12,RJ Peterson (SA),200602014,21,12,4,124,34,15.5,113,109.73,0,0,1,13,2
13,R Ashwin (INDIA),201002017,46,11,7,123,31*,30.75,115,106.95,0,0,0,14,1
14,AD Mascarenhas (ENG),200702009,14,13,5,123,31,15.37,100,123,0,0,3,8,5
15,SM Sharif (SCOT),201202019,42,18,9,123,26,13.66,100,123,0,0,2,8,3
16,AW Hawkins0Kay (JER),201902019,16,13,5,122,27*,15.25,136,89.7,0,0,1,8,0
17,KM Jadhav (INDIA),201502017,9,6,0,122,58,20.33,99,123.23,0,1,0,12,3
18,Muhamad Syahadat (MAL),201902019,10,9,3,122,41*,20.33,102,119.6,0,0,0,9,6
19,CN Onwuzulike (NGA),201902019,9,9,1,122,46*,15.25,126,96.82,0,0,2,5,5
20,Shadab Khan (PAK),201702019,38,14,5,122,29,13.55,96,127.08,0,0,2,6,6
21,DAJ Bracewell (NZ),201102019,18,10,5,121,44,24.2,83,145.78,0,0,2,6,9
22,KH Pandya (INDIA),201802019,18,9,4,121,26*,24.2,92,131.52,0,0,0,8,6
23,DR Martyn (AUS),200502006,4,4,0,120,96,30,74,162.16,0,1,0,11,5
24,Imrul Kayes (BDESH),201002017,14,13,0,119,36,9.15,134,88.8,0,0,4,14,3
25,AA Onikoyi (NGA),201902019,9,8,0,119,49,14.87,144,82.63,0,0,1,8,4
26,SCJ Broad (ENG),200602014,56,26,10,118,18*,7.37,118,100,0,0,2,7,3
27,Sajid Cheema (Saudi),201902019,5,5,0,118,47,23.6,97,121.64,0,0,0,12,5
28,JE Taylor (WI),200602018,30,15,6,118,21,13.11,92,128.26,0,0,1,10,6
29,Mehran Khan (OMAN),201502019,19,13,2,117,29,10.63,106,110.37,0,0,1,7,5
30,Mohammad Mithun (BDESH),201402019,14,10,0,117,47,11.7,125,93.6,0,0,2,9,4
31,Naseem Khushi (OMAN),201702019,10,8,2,117,29,19.5,77,151.94,0,0,2,6,8
32,H Singh (GER),201902019,7,6,3,117,44*,39,102,114.7,0,0,0,6,3
33,Ziaur Rahman (BDESH),201202014,14,12,3,117,40*,13,91,128.57,0,0,3,3,10
34,Aritra Dutta (SGP),201902019,8,8,0,116,33,14.5,114,101.75,0,0,0,8,5
35,Shahzaib Hasan (PAK),200902010,10,10,0,116,35,11.6,130,89.23,0,0,3,13,3
36,K Motlhanka (Botsw),201902019,7,7,0,115,59,16.42,123,93.49,0,1,0,11,2
37,Sami Sohail (MWI),201902019,7,5,4,115,33*,115,97,118.55,0,0,0,10,2
38,K Dasan (),201902019,3,3,0,114,74,38,108,105.55,0,1,0,10,2
39,S Kaveri (Mex),201902019,7,6,1,114,43,22.8,146,78.08,0,0,0,9,1
40,WD Parnell (SA),200902017,40,13,9,114,29*,28.5,96,118.75,0,0,0,10,3
41,Chirag Suri (UAE),201802019,7,7,1,113,44*,18.83,121,93.38,0,0,0,10,2
42,DL Maddy (ENG),200702007,4,4,0,113,50,28.25,80,141.25,0,1,0,12,3
43,M Abdulla (MWI),201902019,5,5,2,112,42*,37.33,100,112,0,0,0,11,2
44,Fiaz Ahmed (BAH),201902019,4,4,2,112,62*,56,72,155.55,0,1,1,6,8
45,SP Khakurel (NEPAL),201402015,8,8,0,112,56,14,139,80.57,0,1,0,10,1
46,JS Malhotra (USA),201902019,6,6,0,112,38,18.66,104,107.69,0,0,0,12,2
47,Mohammad Boota (UAE),201902019,16,12,4,112,20*,14,100,112,0,0,1,7,5
48,Mudassar Muhammad (GER),201902019,7,7,0,112,30,16,135,82.96,0,0,0,5,3
49,AP Devcich (NZ),201302014,4,4,0,111,59,27.75,79,140.5,0,1,0,17,2
0,JO Holder (WI),201402019,17,11,2,111,26*,12.33,84,132.14,0,0,2,10,4
1,Imran Ali Butt (BAH),201902019,4,4,0,111,58,27.75,101,109.9,0,2,2,5,6
2,JNK Shannon (IRE),201302018,8,8,0,111,60,13.87,84,132.14,0,1,1,12,5
3,SP Fleming (NZ),200502006,5,5,0,110,38,22,85,129.41,0,0,0,20,0
4,A Lark (Aut),201902019,5,4,0,110,43,27.5,121,90.9,0,0,1,15,0
5,Anwar Ali (PAK),200802016,16,11,4,109,46,15.57,77,141.55,0,0,0,6,6
6,MG Johnson (AUS),200702013,30,17,7,109,28*,10.9,95,114.73,0,0,2,8,3
7,T van der Gugten (NL),201202019,39,11,4,109,40*,15.57,81,134.56,0,0,1,4,6
8,Harbhajan Singh (INDIA),200602016,28,13,5,108,21,13.5,87,124.13,0,0,1,11,4
9,Mohammad Saifuddin (BDESH),201702019,13,9,3,108,39*,18,95,113.68,0,0,0,9,3
10,B Zuiderent (NL),200902010,6,6,1,108,43*,21.6,124,87.09,0,0,0,8,1
11,OGL Bascome (BMUDA),201902019,11,11,1,107,22,10.7,117,91.45,0,0,0,12,3
12,SO Ngoche (KENYA),201002019,28,18,5,107,38,8.23,118,90.67,0,0,2,5,4
13,GJ Thompson (IRE),201602019,10,8,1,107,44,15.28,108,99.07,0,0,2,14,1
14,V Vijh (LUX),201902019,4,4,2,107,64*,53.5,119,89.91,0,1,0,13,1
15,K Doriga (PNG),201902019,17,11,1,106,43*,10.6,103,102.91,0,0,0,3,3
16,NA Maiolo (ITA),201902019,8,7,1,106,39*,17.66,104,101.92,0,0,0,11,2
17,MD Dai (PNG),201502017,9,8,0,105,31,13.12,128,82.03,0,0,0,4,0
18,OJ Hairs (SCOT),201902019,8,8,1,105,26,15,64,164.06,0,0,2,4,10
19,JR Hopes (AUS),200502010,12,7,2,105,30,21,98,107.14,0,0,0,7,1
20,ND Laegsgaard (DEN),201902019,9,8,1,105,39,15,96,109.37,0,0,0,11,2
21,M Mosehle (SA),201702017,7,6,1,105,36,21,65,161.53,0,0,0,6,9
22,Meet Bhavsar (KUW),201902019,9,7,1,104,38,17.33,88,118.18,0,0,0,10,1
23,LA Dunbar (Serb),201902019,2,2,1,104,104*,104,62,167.74,1,0,1,5,10
24,Sultan Ahmed (OMAN),201502017,17,12,3,104,37*,11.55,83,125.3,0,0,3,14,0
25,GP Swann (ENG),200802012,39,16,11,104,34,20.8,89,116.85,0,0,2,9,1
26,SM Davies (ENG),200902011,5,5,0,102,33,20.4,82,124.39,0,0,0,12,0
27,Rehman Abdul (ITA),201902019,7,5,3,102,37*,51,103,99.02,0,0,0,7,3
28,Suraj Kumar (OMAN),201902019,13,9,2,102,42*,14.57,89,114.6,0,0,0,9,3
29,LJ Tucker (IRE),201602019,14,11,1,102,22*,10.2,99,103.03,0,0,1,10,1
30,Ammad Uddin (BAH),201902019,4,4,1,101,40*,33.66,53,190.56,0,0,0,11,5
31,MNR Cooray (Mald),201902019,4,3,1,101,56*,50.5,77,131.16,0,1,0,12,3
32,S Jora (NEPAL),201902019,6,6,1,101,53*,20.2,83,121.68,0,1,1,5,4
33,AV Lalcheta (OMAN),201502019,17,10,2,101,20,12.62,82,123.17,0,0,0,9,4
34,B Lee (AUS),200502012,25,12,6,101,43*,16.83,71,142.25,0,0,2,9,4
35,Mohammed Nurji (MWI),201902019,6,5,3,101,36,50.5,59,171.18,0,0,0,8,6
36,T Perera (Botsw),201902019,6,6,0,101,30,16.83,127,79.52,0,0,0,16,0
37,V Shankar (INDIA),201802019,9,4,0,101,43,25.25,73,138.35,0,0,0,11,5
38,S Dhaniram (CAN),200802010,11,9,0,100,26,11.11,123,81.3,0,0,0,6,2
39,Hamza Tariq (CAN),201302019,15,11,1,100,33,10,82,121.95,0,0,2,4,5
40,T Maruma (ZIM),200802019,13,13,4,100,23*,11.11,109,91.74,0,0,1,6,4
41,BS Stephenson (Blz),201902019,3,3,0,100,48,33.33,72,138.88,0,0,0,9,7
42,BR Dunk (AUS),201402017,5,5,0,99,32,19.8,69,143.47,0,0,0,8,6
43,BFW de Leede (NL),201802019,8,7,1,98,33,16.33,114,85.96,0,0,0,4,2
44,Irfan Bhima (MWI),201902019,4,4,0,98,52,24.5,88,111.36,0,1,2,13,2
45,Janak Prakash (SGP),201902019,12,11,3,98,25*,12.25,78,125.64,0,0,2,9,3
46,BR McDermott (AUS),201802019,12,10,3,98,32*,14,105,93.33,0,0,2,6,2
47,TK Musakanda (ZIM),201802018,6,6,0,98,43,16.33,80,122.5,0,0,2,7,2
48,Amir Ali (OMAN),201502016,10,8,3,97,32*,19.4,65,149.23,0,0,0,11,2
49,BOP Fernando (SL),201902019,3,3,1,97,78*,48.5,73,132.87,0,1,0,10,3
0,DJ Mitchell (NZ),201902019,9,9,3,97,30*,16.16,79,122.78,0,0,0,5,4
1,Muhammad Kaleem (UAE),201602016,9,9,0,97,50,10.77,116,83.62,0,1,1,9,3
2,Aminuddin Ramly (MAL),201902019,10,9,2,97,33,13.85,59,164.4,0,0,1,3,9
3,AM Samad (CAN),200802010,7,6,0,97,29,16.16,88,110.22,0,0,1,8,4
4,S Samarawickrama (SL),201702019,7,7,0,97,32,13.85,93,104.3,0,0,1,9,0
5,AJ Staal (NL),201902019,9,8,2,97,28*,16.16,79,122.78,0,0,2,5,5
6,GM Strydom (Caym),201902019,6,6,0,97,49,16.16,89,108.98,0,0,2,6,5
7,Zaheer Ibrahim (QAT),201902019,13,11,3,97,27*,12.12,89,108.98,0,0,2,7,5
8,Ahmed Raza (UAE),201402019,36,14,7,96,22,13.71,123,78.04,0,0,1,2,4
9,RS Morton (WI),200602010,7,7,1,96,40,16,103,93.2,0,0,1,8,2
10,Razmal Shigiwal (Aut),201902019,4,3,0,96,53,32,78,123.07,0,1,0,3,8
11,ML Udawatte (SL),200802017,8,8,0,96,25,12,87,110.34,0,0,2,10,2
12,MH Yardy (ENG),200602011,14,8,5,96,35*,32,72,133.33,0,0,3,9,1
13,TM Odoyo (KENYA),200702013,11,10,0,95,22,9.5,119,79.83,0,0,1,6,2
14,NS Poonia (SCOT),200702010,8,7,2,95,38*,19,108,87.96,0,0,2,3,1
15,Shamsudheen Purat (Saudi),201902019,3,3,1,95,88*,47.5,53,179.24,0,1,1,8,7
16,HJ Jordaan (THAI),201902019,4,4,1,94,37*,31.33,107,87.85,0,0,0,8,0
17,Mehidy Hasan Miraz (BDESH),201702018,13,11,2,94,19*,10.44,80,117.5,0,0,2,7,4
18,JH Stander (SCOT),200902012,11,11,2,94,45,10.44,90,104.44,0,0,3,6,4
19,JJ Tucker (BMUDA),201902019,5,5,1,94,50*,23.5,97,96.9,0,1,0,11,1
20,P Utseya (ZIM),200602015,35,21,9,94,13*,7.83,115,81.73,0,0,3,6,1
21,J Cutinho (CRC),201902019,3,3,0,93,46,31,98,94.89,0,0,0,7,4
22,Walid Ghauri (NOR),201902019,4,4,1,93,44*,31,80,116.25,0,0,0,10,2
23,JL Denly (ENG),200902019,10,9,1,92,30,11.5,93,98.92,0,0,2,11,1
24,MC Sorensen (IRE),201202016,26,11,6,92,26,18.4,79,116.45,0,0,1,4,3
25,D Wiese (SA),201302016,20,11,4,92,28,13.14,75,122.66,0,0,1,4,3
26,Yasir Arafat (PAK),200702012,13,11,4,92,17,13.14,79,116.45,0,0,0,8,2
